id,recorded_at,security,total_bid,total_ask,diff_percent,ppl_dominance,total_bid_splits,total_ask_splits,top_bid_qty,top_bid_price,current_bid_price
215,"2026-01-05 12:10:24",SFIN.N0000,31896,130491,-309.1100,-5.4500,26,29,5743,56.000000,56.200000
216,"2026-01-05 12:10:24",MGT.N0000,67404,276090,-309.6000,24.5900,38,23,15410,40.100000,40.500000
217,"2026-01-05 12:10:24",CFI.N0000,1538,6307,-310.0800,-18.5200,11,16,66,439.000000,439.000000
218,"2026-01-05 12:10:24",PACK.N0000,125103,514085,-310.9300,6.4900,41,36,26110,13.800000,14.000000
219,"2026-01-05 12:10:24",SINS.N0000,55824,229513,-311.1400,4.7600,33,30,20120,88.500000,88.500000
220,"2026-01-05 12:10:24",HOPL.N0000,5885,24793,-321.2900,11.8600,33,26,500,51.500000,52.600000
221,"2026-01-05 12:10:24",OSEA.N0000,318114,1384555,-335.2400,-17.6500,28,40,105805,39.500000,40.300000
222,"2026-01-05 12:10:24",CTHR.N0000,603,2637,-337.3100,7.1400,15,13,105,655.000000,656.250000
223,"2026-01-05 12:10:24",LCEY.N0000,42097,184822,-339.0400,25.0000,20,12,5000,41.100000,43.400000
224,"2026-01-05 12:10:24",BOPL.N0000,5136,22657,-341.1400,16.6700,14,10,1900,75.000000,77.400000
225,"2026-01-05 12:10:24",SHL.N0000,371290,1641398,-342.0800,40.5900,71,30,225125,5.500000,5.700000
226,"2026-01-05 12:10:24",LITE.N0000,9607,43083,-348.4500,16.1300,18,13,3345,54.000000,54.100000
227,"2026-01-05 12:10:24",COLO.N0000,41525,190886,-359.6900,-10.5300,17,21,10000,58.000000,59.000000
228,"2026-01-05 12:10:24",CTEA.N0000,246,1182,-380.4900,-9.0900,10,12,90,1160.000000,1161.000000
229,"2026-01-05 12:10:24",KOTA.N0000,506294,2472052,-388.2600,18.3700,116,80,93704,9.800000,9.900000
